data,conta,categoria,subcategoria,tipo,valor,centro_custo,descricao
2024-12-01,Zov,Receita de Serviços,BPO Financeiro,Receita,9927,RH,Mensalidade
2024-06-03,Zov,Operacional,Fornecedor,Despesa,8876,RH,Lançamento
2024-05-09,Zov,Receita de Serviços,BPO Financeiro,Receita,9539,Marketing,Mensalidade
2024-12-25,Papaya,Receita de Serviços,Contabilidade,Receita,12793,Marketing,Mensalidade
2024-02-27,Papaya,Receita de Serviços,Contabilidade,Receita,15608,Operacional,Mensalidade
2024-10-24,Zov,Receita de Serviços,BPO Financeiro,Receita,5707,Comercial,Mensalidade
2024-10-23,Mdias,Receita de Serviços,BPO RH,Receita,12175,Operacional,Mensalidade
2024-05-02,Papaya,Receita de Serviços,BPO Financeiro,Receita,7056,Financeiro,Mensalidade
2024-03-04,Papaya,Receita de Serviços,BPO Financeiro,Receita,6077,Financeiro,Mensalidade
2024-04-12,Mdias,Pessoal,Benefícios,Despesa,4531,Financeiro,Lançamento
2024-10-10,Zov,Receita de Serviços,BPO Financeiro,Receita,10076,Operacional,Mensalidade
2024-12-10,Zov,Receita de Serviços,Contabilidade,Receita,17176,Financeiro,Mensalidade
2024-04-24,Mdias,Operacional,Infra,Despesa,4189,Marketing,Lançamento
2024-11-22,Zov,Receita de Serviços,Certificado Digital,Receita,2852,Operacional,Mensalidade
2024-03-01,Zov,Receita de Serviços,Certificado Digital,Receita,9783,Comercial,Mensalidade
2024-07-22,Zov,Receita de Serviços,BPO RH,Receita,7016,RH,Mensalidade
2024-06-20,Zov,Receita de Serviços,BPO RH,Receita,16758,Operacional,Mensalidade
2024-12-16,Mdias,Marketing,Agência,Despesa,10883,Financeiro,Lançamento
2024-11-07,Zov,Impostos,IRPJ,Despesa,1945,RH,Lançamento
2024-09-04,Papaya,Receita de Serviços,BPO Financeiro,Receita,8219,Marketing,Mensalidade
2024-11-10,Zov,Receita de Serviços,BPO RH,Receita,14617,Comercial,Mensalidade
2024-05-04,Papaya,Impostos,IRPJ,Despesa,3567,RH,Lançamento
2024-09-19,Papaya,Receita de Serviços,Contabilidade,Receita,10685,Comercial,Mensalidade
2024-04-23,Papaya,Receita de Serviços,Certificado Digital,Despesa,7005,Operacional,Lançamento
2024-08-22,Papaya,Receita de Serviços,BPO RH,Receita,6552,Operacional,Mensalidade
2024-09-16,Papaya,Receita de Serviços,BPO Financeiro,Receita,8742,Financeiro,Mensalidade
2024-07-28,Mdias,Receita de Serviços,Certificado Digital,Despesa,7446,Operacional,Lançamento
2024-10-28,Zov,Receita de Serviços,Certificado Digital,Despesa,2993,Operacional,Lançamento
2024-10-04,Mdias,Receita de Serviços,BPO RH,Receita,2340,Comercial,Mensalidade
2024-11-16,Mdias,Receita de Serviços,Contabilidade,Receita,3696,RH,Mensalidade
2024-05-08,Papaya,Marketing,Meta Ads,Despesa,11425,RH,Lançamento
2024-03-15,Mdias,Receita de Serviços,Contabilidade,Despesa,4965,Comercial,Lançamento
2024-09-21,Mdias,Receita de Serviços,Certificado Digital,Receita,16537,Financeiro,Mensalidade
2024-04-18,Zov,Operacional,Fornecedor,Despesa,1726,Marketing,Lançamento
2024-02-20,Zov,Receita de Serviços,BPO Financeiro,Receita,5036,Financeiro,Mensalidade
2024-12-28,Mdias,Impostos,CSLL,Despesa,10769,Comercial,Lançamento
2024-05-05,Zov,Receita de Serviços,BPO Financeiro,Receita,14482,RH,Mensalidade
2024-02-25,Mdias,Receita de Serviços,BPO RH,Receita,18681,RH,Mensalidade
2024-08-19,Zov,Receita de Serviços,Contabilidade,Despesa,3330,RH,Lançamento
2024-02-18,Zov,Marketing,Google Ads,Despesa,3436,Operacional,Lançamento
2024-02-05,Zov,Receita de Serviços,Certificado Digital,Receita,2294,Comercial,Mensalidade
2024-09-08,Papaya,Receita de Serviços,BPO Financeiro,Receita,14811,Comercial,Mensalidade
2024-11-22,Papaya,Receita de Serviços,BPO RH,Receita,9823,Marketing,Mensalidade
2024-02-13,Mdias,Pessoal,Salários,Despesa,11186,RH,Lançamento
2024-02-19,Mdias,Receita de Serviços,Certificado Digital,Receita,8874,Marketing,Mensalidade
2024-02-08,Papaya,Receita de Serviços,BPO RH,Receita,10399,Marketing,Mensalidade
2024-11-24,Mdias,Marketing,Meta Ads,Despesa,2342,Financeiro,Lançamento
2024-02-03,Mdias,Receita de Serviços,Contabilidade,Receita,18843,RH,Mensalidade
2024-08-25,Zov,Receita de Serviços,BPO Financeiro,Receita,13904,Financeiro,Mensalidade
2024-12-07,Zov,Receita de Serviços,Certificado Digital,Receita,18947,Operacional,Mensalidade
2024-08-25,Zov,Receita de Serviços,Certificado Digital,Receita,6435,Financeiro,Mensalidade
2024-07-27,Papaya,Receita de Serviços,Contabilidade,Despesa,2757,Comercial,Lançamento
2024-11-05,Papaya,Receita de Serviços,Contabilidade,Receita,19846,RH,Mensalidade
2024-04-03,Zov,Receita de Serviços,BPO RH,Receita,13741,Marketing,Mensalidade
2024-02-03,Papaya,Receita de Serviços,Certificado Digital,Receita,13845,Operacional,Mensalidade
2024-07-02,Papaya,Impostos,INSS,Despesa,4955,Operacional,Lançamento
2024-01-01,Zov,Operacional,SaaS,Despesa,9497,Comercial,Lançamento
2024-08-15,Papaya,Marketing,Eventos,Despesa,10762,Operacional,Lançamento
2024-04-26,Mdias,Receita de Serviços,BPO Financeiro,Receita,14578,RH,Mensalidade
2024-09-07,Papaya,Impostos,INSS,Despesa,10993,RH,Lançamento
2024-06-08,Mdias,Operacional,Fornecedor,Despesa,8351,Marketing,Lançamento
2024-02-27,Papaya,Marketing,Eventos,Despesa,8267,Marketing,Lançamento
2024-04-27,Mdias,Pessoal,Salários,Despesa,11232,RH,Lançamento
2024-02-28,Zov,Receita de Serviços,Contabilidade,Receita,18241,RH,Mensalidade
2024-06-25,Zov,Marketing,Google Ads,Despesa,7866,Comercial,Lançamento
2024-04-11,Zov,Pessoal,Encargos,Despesa,10293,Comercial,Lançamento
2024-02-01,Zov,Receita de Serviços,BPO Financeiro,Receita,4455,Operacional,Mensalidade
2024-05-13,Mdias,Pessoal,Benefícios,Despesa,4405,Operacional,Lançamento
2024-05-01,Papaya,Marketing,Agência,Despesa,10432,RH,Lançamento
2024-05-20,Papaya,Pessoal,Salários,Despesa,11779,Operacional,Lançamento
2024-10-05,Mdias,Pessoal,Benefícios,Despesa,5385,Marketing,Lançamento
2024-08-16,Zov,Receita de Serviços,BPO RH,Receita,19186,Comercial,Mensalidade
2024-05-02,Zov,Receita de Serviços,Certificado Digital,Receita,16144,Comercial,Mensalidade
2024-12-10,Mdias,Pessoal,Salários,Despesa,4853,RH,Lançamento
2024-06-17,Zov,Receita de Serviços,BPO RH,Despesa,2049,RH,Lançamento
2024-07-25,Zov,Impostos,DAS,Despesa,2505,Marketing,Lançamento
2024-12-18,Mdias,Marketing,Agência,Despesa,2225,Comercial,Lançamento
2024-02-14,Zov,Receita de Serviços,BPO Financeiro,Receita,5941,RH,Mensalidade
2024-03-22,Mdias,Receita de Serviços,BPO Financeiro,Receita,18486,Financeiro,Mensalidade
2024-03-20,Mdias,Marketing,Google Ads,Despesa,3856,Comercial,Lançamento
2024-05-13,Zov,Receita de Serviços,Certificado Digital,Receita,19962,RH,Mensalidade
2024-09-03,Papaya,Receita de Serviços,BPO RH,Despesa,4204,Operacional,Lançamento
2024-02-10,Papaya,Marketing,Google Ads,Despesa,7358,Operacional,Lançamento
2024-05-02,Zov,Operacional,Infra,Despesa,3806,Comercial,Lançamento
2024-01-15,Zov,Receita de Serviços,Certificado Digital,Receita,11629,RH,Mensalidade
2024-09-20,Mdias,Receita de Serviços,Certificado Digital,Receita,8707,Operacional,Mensalidade
2024-05-03,Papaya,Receita de Serviços,Contabilidade,Receita,8130,RH,Mensalidade
2024-03-17,Zov,Receita de Serviços,BPO RH,Despesa,11636,Comercial,Lançamento
2024-05-02,Papaya,Receita de Serviços,Contabilidade,Receita,7532,Comercial,Mensalidade
2024-12-18,Mdias,Marketing,Google Ads,Despesa,9107,Comercial,Lançamento
2024-01-03,Papaya,Impostos,CSLL,Despesa,6900,Financeiro,Lançamento
2024-05-22,Papaya,Impostos,CSLL,Despesa,9818,Financeiro,Lançamento
2024-08-13,Mdias,Receita de Serviços,Certificado Digital,Receita,3949,Marketing,Mensalidade
2024-08-26,Mdias,Receita de Serviços,Certificado Digital,Receita,13062,RH,Mensalidade
2024-05-17,Mdias,Operacional,SaaS,Despesa,11310,Comercial,Lançamento
2024-03-20,Mdias,Operacional,SaaS,Despesa,2008,Comercial,Lançamento
2024-06-08,Zov,Marketing,Meta Ads,Despesa,12157,Marketing,Lançamento
2024-06-08,Mdias,Receita de Serviços,BPO RH,Despesa,11325,RH,Lançamento
2024-05-02,Zov,Receita de Serviços,Contabilidade,Receita,8920,Financeiro,Mensalidade
2024-04-05,Zov,Impostos,CSLL,Despesa,1053,Comercial,Lançamento
2024-01-10,Papaya,Operacional,Ferramentas,Despesa,3753,Operacional,Lançamento
2024-09-02,Papaya,Receita de Serviços,BPO RH,Receita,8896,Operacional,Mensalidade
2024-06-04,Zov,Operacional,Fornecedor,Despesa,1897,Financeiro,Lançamento
2024-01-19,Zov,Receita de Serviços,Certificado Digital,Receita,9178,Financeiro,Mensalidade
2024-01-20,Zov,Receita de Serviços,BPO RH,Receita,12750,RH,Mensalidade
2024-02-13,Papaya,Operacional,Fornecedor,Despesa,5618,Marketing,Lançamento
2024-08-18,Zov,Receita de Serviços,Certificado Digital,Receita,14050,Operacional,Mensalidade
2024-03-13,Zov,Receita de Serviços,Certificado Digital,Despesa,9024,Marketing,Lançamento
2024-10-14,Papaya,Receita de Serviços,BPO Financeiro,Receita,15600,Marketing,Mensalidade
2024-01-06,Papaya,Operacional,Infra,Despesa,4602,Marketing,Lançamento
2024-04-18,Zov,Receita de Serviços,BPO Financeiro,Receita,14727,Operacional,Mensalidade
2024-12-13,Papaya,Receita de Serviços,Certificado Digital,Receita,10067,RH,Mensalidade
2024-10-04,Zov,Receita de Serviços,BPO RH,Receita,18058,Financeiro,Mensalidade
2024-02-26,Zov,Receita de Serviços,BPO Financeiro,Receita,4325,Financeiro,Mensalidade
2024-07-12,Zov,Receita de Serviços,Contabilidade,Receita,6646,Marketing,Mensalidade
2024-03-08,Papaya,Receita de Serviços,Certificado Digital,Receita,14062,RH,Mensalidade
2024-07-08,Papaya,Receita de Serviços,Contabilidade,Receita,9090,Comercial,Mensalidade
2024-10-22,Zov,Pessoal,Benefícios,Despesa,6250,Comercial,Lançamento
2024-08-13,Mdias,Operacional,Infra,Despesa,7309,Operacional,Lançamento
2024-03-06,Zov,Pessoal,Encargos,Despesa,3798,Comercial,Lançamento
2024-07-20,Papaya,Receita de Serviços,Certificado Digital,Receita,18439,Comercial,Mensalidade
2024-10-20,Zov,Receita de Serviços,BPO Financeiro,Receita,2421,Financeiro,Mensalidade
2024-12-11,Mdias,Receita de Serviços,BPO Financeiro,Receita,6413,Comercial,Mensalidade
2024-11-11,Zov,Pessoal,Encargos,Despesa,218,Comercial,Lançamento
2024-05-13,Zov,Receita de Serviços,Contabilidade,Despesa,4621,Marketing,Lançamento
2024-07-10,Papaya,Operacional,Ferramentas,Despesa,12004,RH,Lançamento
2024-08-03,Zov,Pessoal,Benefícios,Despesa,408,RH,Lançamento
2024-06-12,Papaya,Pessoal,Salários,Despesa,2658,Comercial,Lançamento
2024-07-21,Papaya,Pessoal,Salários,Despesa,11515,Marketing,Lançamento
2024-12-01,Mdias,Pessoal,Benefícios,Despesa,5572,Comercial,Lançamento
2024-02-19,Mdias,Receita de Serviços,Certificado Digital,Receita,19556,RH,Mensalidade
2024-11-24,Zov,Impostos,INSS,Despesa,1464,Financeiro,Lançamento
2024-08-28,Mdias,Receita de Serviços,BPO RH,Receita,3552,Financeiro,Mensalidade
2024-03-23,Mdias,Receita de Serviços,BPO RH,Despesa,3125,Comercial,Lançamento
2024-08-10,Papaya,Marketing,Agência,Despesa,5617,Marketing,Lançamento
2024-06-21,Mdias,Receita de Serviços,BPO Financeiro,Receita,13953,Marketing,Mensalidade
2024-02-23,Papaya,Receita de Serviços,Contabilidade,Receita,11239,RH,Mensalidade
2024-05-11,Mdias,Receita de Serviços,BPO RH,Receita,19381,Financeiro,Mensalidade
2024-06-18,Mdias,Receita de Serviços,BPO RH,Receita,2780,Operacional,Mensalidade
2024-03-28,Papaya,Receita de Serviços,Certificado Digital,Despesa,7493,Financeiro,Lançamento
2024-09-02,Papaya,Receita de Serviços,BPO Financeiro,Receita,5684,RH,Mensalidade
2024-10-08,Papaya,Receita de Serviços,Contabilidade,Receita,19511,Comercial,Mensalidade
2024-02-06,Papaya,Pessoal,Benefícios,Despesa,7574,Financeiro,Lançamento
2024-06-04,Mdias,Marketing,Google Ads,Despesa,5343,Marketing,Lançamento
2024-11-22,Zov,Receita de Serviços,Certificado Digital,Receita,9318,Marketing,Mensalidade
2024-04-16,Zov,Receita de Serviços,Contabilidade,Receita,9029,Operacional,Mensalidade
2024-10-28,Zov,Pessoal,Salários,Despesa,3726,Financeiro,Lançamento
2024-02-11,Mdias,Receita de Serviços,BPO RH,Receita,8922,Financeiro,Mensalidade
2024-05-06,Mdias,Receita de Serviços,Contabilidade,Despesa,7770,Marketing,Lançamento
2024-06-04,Mdias,Marketing,Google Ads,Despesa,1514,Comercial,Lançamento
2024-12-28,Papaya,Receita de Serviços,Contabilidade,Receita,10571,Marketing,Mensalidade
2024-09-21,Papaya,Receita de Serviços,Certificado Digital,Despesa,6191,Marketing,Lançamento
2024-10-21,Mdias,Receita de Serviços,Certificado Digital,Receita,13791,Financeiro,Mensalidade
2024-03-14,Mdias,Receita de Serviços,BPO RH,Receita,16148,Marketing,Mensalidade
2024-12-17,Papaya,Receita de Serviços,Certificado Digital,Receita,16791,Financeiro,Mensalidade
2024-02-23,Mdias,Pessoal,Benefícios,Despesa,6943,Financeiro,Lançamento
2024-09-03,Mdias,Receita de Serviços,BPO RH,Receita,11398,Comercial,Mensalidade
2024-12-28,Papaya,Operacional,Ferramentas,Despesa,10305,Comercial,Lançamento
2024-04-06,Mdias,Receita de Serviços,Contabilidade,Receita,6614,Operacional,Mensalidade
2024-12-28,Zov,Impostos,CSLL,Despesa,1726,Marketing,Lançamento
2024-12-02,Zov,Receita de Serviços,BPO RH,Receita,11736,RH,Mensalidade
2024-09-14,Zov,Receita de Serviços,Contabilidade,Receita,10378,Financeiro,Mensalidade
2024-04-17,Zov,Marketing,Agência,Despesa,11859,Financeiro,Lançamento
2024-12-10,Mdias,Impostos,DAS,Despesa,6387,RH,Lançamento
2024-01-20,Zov,Operacional,SaaS,Despesa,3628,RH,Lançamento
2024-12-20,Zov,Receita de Serviços,BPO Financeiro,Receita,12967,Operacional,Mensalidade
2024-05-19,Mdias,Operacional,Ferramentas,Despesa,5295,Operacional,Lançamento
2024-11-18,Papaya,Operacional,Ferramentas,Despesa,9959,Marketing,Lançamento
2024-09-08,Papaya,Receita de Serviços,Contabilidade,Receita,12734,Comercial,Mensalidade
2024-09-28,Papaya,Receita de Serviços,BPO RH,Receita,19863,Comercial,Mensalidade
2024-01-13,Mdias,Impostos,DAS,Despesa,4258,RH,Lançamento
2024-08-09,Mdias,Receita de Serviços,BPO Financeiro,Despesa,10661,Operacional,Lançamento
2024-09-06,Papaya,Receita de Serviços,Contabilidade,Receita,12415,Marketing,Mensalidade
2024-06-13,Zov,Operacional,Fornecedor,Despesa,1392,Operacional,Lançamento
2024-10-10,Mdias,Operacional,Infra,Despesa,8608,Operacional,Lançamento
2024-09-16,Mdias,Pessoal,Benefícios,Despesa,3902,Operacional,Lançamento
2024-10-07,Zov,Impostos,DAS,Despesa,7444,RH,Lançamento
2024-05-23,Mdias,Receita de Serviços,Contabilidade,Receita,5245,Comercial,Mensalidade
2024-01-22,Papaya,Marketing,Meta Ads,Despesa,9394,Operacional,Lançamento
2024-04-07,Zov,Receita de Serviços,Contabilidade,Receita,11114,Operacional,Mensalidade
2024-08-04,Zov,Pessoal,Encargos,Despesa,3900,Marketing,Lançamento
2024-12-16,Papaya,Receita de Serviços,BPO RH,Receita,6516,Comercial,Mensalidade
2024-05-15,Papaya,Marketing,Agência,Despesa,852,Operacional,Lançamento
2024-10-27,Mdias,Receita de Serviços,BPO RH,Receita,13049,Operacional,Mensalidade
2024-01-02,Mdias,Marketing,Meta Ads,Despesa,7341,Operacional,Lançamento
2024-03-25,Mdias,Receita de Serviços,BPO RH,Receita,3667,Financeiro,Mensalidade
2024-04-14,Papaya,Receita de Serviços,Contabilidade,Despesa,4405,Comercial,Lançamento
2024-06-27,Mdias,Marketing,Agência,Despesa,6742,Operacional,Lançamento
2024-10-06,Mdias,Marketing,Eventos,Despesa,7784,Marketing,Lançamento
2024-10-19,Zov,Marketing,Agência,Despesa,3229,Financeiro,Lançamento
2024-04-22,Papaya,Impostos,DAS,Despesa,8664,Financeiro,Lançamento
2024-09-07,Mdias,Receita de Serviços,Certificado Digital,Receita,19645,Financeiro,Mensalidade
2024-08-02,Papaya,Marketing,Google Ads,Despesa,10433,Operacional,Lançamento
2024-10-14,Papaya,Receita de Serviços,BPO Financeiro,Despesa,714,Marketing,Lançamento
2024-11-21,Zov,Receita de Serviços,Contabilidade,Receita,9841,Marketing,Mensalidade
2024-10-14,Papaya,Marketing,Agência,Despesa,4573,Marketing,Lançamento
2024-05-09,Zov,Operacional,Infra,Despesa,11681,RH,Lançamento
2024-11-18,Papaya,Impostos,CSLL,Despesa,6707,Marketing,Lançamento
2024-09-24,Papaya,Marketing,Meta Ads,Despesa,1680,Marketing,Lançamento
2024-05-04,Mdias,Impostos,DAS,Despesa,11105,RH,Lançamento
2024-11-24,Zov,Marketing,Meta Ads,Despesa,11108,Operacional,Lançamento
2024-02-03,Zov,Receita de Serviços,BPO Financeiro,Receita,12700,Comercial,Mensalidade
2024-05-26,Mdias,Receita de Serviços,Certificado Digital,Receita,13095,RH,Mensalidade
2024-06-06,Zov,Receita de Serviços,Certificado Digital,Despesa,7280,Comercial,Lançamento
2024-01-21,Mdias,Receita de Serviços,BPO RH,Receita,18920,Financeiro,Mensalidade
2024-03-17,Mdias,Receita de Serviços,Certificado Digital,Receita,16562,RH,Mensalidade
2024-05-23,Zov,Operacional,Ferramentas,Despesa,538,Operacional,Lançamento
2024-10-16,Mdias,Receita de Serviços,BPO RH,Receita,4707,Operacional,Mensalidade
2024-07-07,Papaya,Receita de Serviços,BPO Financeiro,Receita,11827,RH,Mensalidade
2024-05-14,Papaya,Receita de Serviços,BPO Financeiro,Receita,12097,Marketing,Mensalidade
2024-05-19,Zov,Receita de Serviços,BPO Financeiro,Receita,15277,Operacional,Mensalidade
2024-08-18,Zov,Receita de Serviços,BPO Financeiro,Receita,3761,Marketing,Mensalidade
2024-05-26,Papaya,Receita de Serviços,Contabilidade,Receita,10798,Comercial,Mensalidade
2024-02-25,Mdias,Receita de Serviços,BPO Financeiro,Receita,19839,Financeiro,Mensalidade
2024-12-25,Mdias,Receita de Serviços,Certificado Digital,Receita,9009,Operacional,Mensalidade
2024-06-19,Mdias,Operacional,Ferramentas,Despesa,8672,Marketing,Lançamento
2024-06-11,Mdias,Receita de Serviços,BPO Financeiro,Receita,16327,Operacional,Mensalidade
2024-11-18,Papaya,Impostos,IRPJ,Despesa,269,Marketing,Lançamento
2024-11-26,Zov,Marketing,Agência,Despesa,10927,Operacional,Lançamento
2024-08-16,Zov,Receita de Serviços,BPO RH,Receita,2251,Operacional,Mensalidade
2024-07-16,Papaya,Receita de Serviços,Contabilidade,Receita,15688,RH,Mensalidade
2024-03-06,Papaya,Receita de Serviços,BPO Financeiro,Receita,6985,RH,Mensalidade
2024-09-17,Papaya,Receita de Serviços,BPO Financeiro,Receita,9684,Financeiro,Mensalidade
2024-11-27,Papaya,Receita de Serviços,Contabilidade,Receita,16878,Marketing,Mensalidade
2024-09-16,Papaya,Impostos,INSS,Despesa,11493,RH,Lançamento
2024-05-23,Zov,Impostos,IRPJ,Despesa,3108,RH,Lançamento
2024-02-24,Mdias,Marketing,Meta Ads,Despesa,5360,RH,Lançamento
2024-06-03,Papaya,Marketing,Eventos,Despesa,8772,Operacional,Lançamento
2024-10-19,Zov,Operacional,SaaS,Despesa,2146,Financeiro,Lançamento
2024-02-10,Mdias,Impostos,DAS,Despesa,1462,Marketing,Lançamento
2024-10-22,Zov,Receita de Serviços,Contabilidade,Receita,12986,Marketing,Mensalidade
2024-12-02,Papaya,Receita de Serviços,Contabilidade,Receita,2237,Marketing,Mensalidade
2024-09-11,Mdias,Impostos,INSS,Despesa,6364,RH,Lançamento
2024-10-13,Zov,Receita de Serviços,Contabilidade,Receita,17017,Marketing,Mensalidade
2024-07-22,Mdias,Receita de Serviços,Certificado Digital,Receita,18932,Operacional,Mensalidade
2024-11-15,Papaya,Receita de Serviços,BPO Financeiro,Receita,16848,RH,Mensalidade
2024-07-12,Zov,Receita de Serviços,BPO Financeiro,Receita,8321,Marketing,Mensalidade
2024-01-14,Zov,Receita de Serviços,Contabilidade,Receita,4955,Marketing,Mensalidade
2024-11-12,Papaya,Receita de Serviços,BPO Financeiro,Receita,13869,Marketing,Mensalidade
2024-11-26,Papaya,Receita de Serviços,BPO Financeiro,Receita,2301,RH,Mensalidade
2024-03-19,Papaya,Marketing,Meta Ads,Despesa,3751,Operacional,Lançamento
2024-04-11,Zov,Operacional,Ferramentas,Despesa,7339,Comercial,Lançamento
2024-10-13,Papaya,Operacional,Ferramentas,Despesa,3447,Financeiro,Lançamento
2024-03-11,Papaya,Receita de Serviços,Certificado Digital,Receita,5990,Comercial,Mensalidade
2024-09-08,Zov,Marketing,Agência,Despesa,3017,Marketing,Lançamento
2024-03-27,Mdias,Pessoal,Benefícios,Despesa,4909,Operacional,Lançamento
2024-10-23,Mdias,Impostos,INSS,Despesa,6726,Marketing,Lançamento
2024-10-21,Papaya,Marketing,Agência,Despesa,10259,Financeiro,Lançamento
2024-12-16,Mdias,Impostos,CSLL,Despesa,4041,RH,Lançamento
2024-04-17,Zov,Impostos,DAS,Despesa,7255,RH,Lançamento
2024-11-20,Mdias,Receita de Serviços,Certificado Digital,Despesa,6374,Comercial,Lançamento
2024-12-14,Mdias,Receita de Serviços,Certificado Digital,Despesa,567,RH,Lançamento
2024-02-28,Papaya,Receita de Serviços,Certificado Digital,Receita,19461,Operacional,Mensalidade
2024-03-12,Zov,Receita de Serviços,BPO RH,Receita,19611,Marketing,Mensalidade
2024-08-14,Zov,Receita de Serviços,Certificado Digital,Receita,10702,Operacional,Mensalidade
2024-07-26,Papaya,Pessoal,Encargos,Despesa,8943,RH,Lançamento
2024-03-10,Papaya,Receita de Serviços,BPO Financeiro,Receita,17630,RH,Mensalidade
2024-06-08,Papaya,Pessoal,Encargos,Despesa,1718,Marketing,Lançamento
2024-12-21,Papaya,Receita de Serviços,Certificado Digital,Despesa,406,Financeiro,Lançamento
2024-11-27,Papaya,Receita de Serviços,BPO RH,Despesa,7732,Comercial,Lançamento
2024-03-15,Mdias,Impostos,IRPJ,Despesa,11772,RH,Lançamento
2024-10-20,Zov,Receita de Serviços,BPO Financeiro,Receita,8490,Operacional,Mensalidade
2024-08-06,Zov,Receita de Serviços,Certificado Digital,Receita,19062,Operacional,Mensalidade
2024-10-06,Mdias,Receita de Serviços,BPO Financeiro,Receita,5400,Comercial,Mensalidade
2024-04-19,Mdias,Receita de Serviços,BPO Financeiro,Receita,10513,RH,Mensalidade
2024-09-27,Zov,Receita de Serviços,BPO Financeiro,Despesa,9492,Financeiro,Lançamento
2024-07-26,Mdias,Receita de Serviços,BPO RH,Receita,8720,RH,Mensalidade
2024-11-01,Papaya,Receita de Serviços,BPO Financeiro,Receita,13500,RH,Mensalidade
2024-06-02,Zov,Receita de Serviços,BPO Financeiro,Receita,17746,Comercial,Mensalidade
2024-01-27,Mdias,Receita de Serviços,BPO RH,Receita,6094,Marketing,Mensalidade
2024-06-01,Zov,Operacional,Fornecedor,Despesa,8083,Marketing,Lançamento
2024-10-13,Zov,Receita de Serviços,Certificado Digital,Despesa,11841,Marketing,Lançamento
2024-11-09,Zov,Impostos,INSS,Despesa,11193,Operacional,Lançamento
2024-04-11,Papaya,Receita de Serviços,Certificado Digital,Receita,8208,Operacional,Mensalidade
2024-04-26,Papaya,Receita de Serviços,Certificado Digital,Receita,9698,RH,Mensalidade
2024-03-08,Papaya,Receita de Serviços,Certificado Digital,Despesa,11483,RH,Lançamento
2024-07-03,Mdias,Marketing,Google Ads,Despesa,7504,RH,Lançamento
2024-04-16,Papaya,Receita de Serviços,Contabilidade,Receita,11314,Operacional,Mensalidade
2024-12-06,Mdias,Marketing,Eventos,Despesa,7163,RH,Lançamento
2024-11-26,Mdias,Receita de Serviços,Contabilidade,Receita,3315,Financeiro,Mensalidade
2024-10-12,Zov,Impostos,DAS,Despesa,2960,Comercial,Lançamento
2024-06-15,Mdias,Impostos,CSLL,Despesa,11018,Operacional,Lançamento
2024-03-18,Zov,Marketing,Eventos,Despesa,3499,RH,Lançamento
2024-05-16,Zov,Receita de Serviços,BPO RH,Despesa,8092,Financeiro,Lançamento
2024-08-10,Zov,Operacional,SaaS,Despesa,4079,Comercial,Lançamento
2024-12-03,Mdias,Receita de Serviços,Certificado Digital,Despesa,5229,Financeiro,Lançamento
2024-02-08,Mdias,Receita de Serviços,Certificado Digital,Receita,18876,Marketing,Mensalidade
2024-08-01,Zov,Receita de Serviços,Certificado Digital,Receita,15480,RH,Mensalidade
2024-03-08,Mdias,Receita de Serviços,Certificado Digital,Receita,14546,Operacional,Mensalidade
2024-02-20,Mdias,Receita de Serviços,BPO Financeiro,Receita,15640,Operacional,Mensalidade
2024-07-07,Mdias,Impostos,INSS,Despesa,3317,RH,Lançamento
2024-02-25,Zov,Receita de Serviços,Contabilidade,Receita,5008,Financeiro,Mensalidade
2024-10-21,Mdias,Pessoal,Benefícios,Despesa,5308,Marketing,Lançamento
2024-12-14,Mdias,Pessoal,Benefícios,Despesa,4651,RH,Lançamento
2024-04-28,Papaya,Receita de Serviços,Certificado Digital,Receita,5576,RH,Mensalidade
2024-12-11,Papaya,Receita de Serviços,BPO Financeiro,Receita,10973,Operacional,Mensalidade
2024-07-15,Papaya,Receita de Serviços,BPO RH,Receita,17286,Marketing,Mensalidade
2024-12-09,Papaya,Receita de Serviços,Contabilidade,Receita,10589,Marketing,Mensalidade
2024-07-04,Papaya,Receita de Serviços,BPO RH,Receita,19586,Comercial,Mensalidade
2024-06-16,Zov,Marketing,Google Ads,Despesa,1335,Marketing,Lançamento
2024-09-16,Zov,Receita de Serviços,BPO Financeiro,Receita,12318,Marketing,Mensalidade
2024-04-23,Zov,Receita de Serviços,Contabilidade,Receita,3102,Operacional,Mensalidade
2024-02-12,Mdias,Receita de Serviços,Contabilidade,Receita,3498,RH,Mensalidade
2024-11-01,Mdias,Operacional,SaaS,Despesa,1074,Financeiro,Lançamento
2024-06-28,Zov,Marketing,Agência,Despesa,5827,Financeiro,Lançamento
2024-05-06,Papaya,Pessoal,Salários,Despesa,10678,Financeiro,Lançamento
2024-02-26,Mdias,Impostos,INSS,Despesa,3456,Marketing,Lançamento
2024-08-05,Zov,Receita de Serviços,BPO RH,Receita,7690,Financeiro,Mensalidade
2024-02-06,Mdias,Receita de Serviços,Contabilidade,Receita,14116,Comercial,Mensalidade
2024-03-13,Papaya,Marketing,Agência,Despesa,5344,Financeiro,Lançamento
2024-06-23,Zov,Receita de Serviços,Contabilidade,Receita,12098,Operacional,Mensalidade
2024-10-03,Zov,Operacional,Infra,Despesa,5876,Comercial,Lançamento
2024-11-21,Papaya,Marketing,Meta Ads,Despesa,7259,Operacional,Lançamento
2024-07-09,Papaya,Receita de Serviços,Certificado Digital,Receita,2165,Financeiro,Mensalidade
